HR,timestamp,subject
70.12,164.0,S3
65.82,174.0,S3
65.2,184.0,S3
64.27,194.0,S3
63.52,204.0,S3
63.58,214.0,S3
64.38,224.0,S3
66.2,234.0,S3
67.33,244.0,S3
67.63,254.0,S3
67.05,264.0,S3
67.05,274.0,S3
66.53,284.0,S3
64.67,294.0,S3
64.1,304.0,S3
65.38,314.0,S3
67.07,324.0,S3
65.77,334.0,S3
65.05,344.0,S3
65.83,354.0,S3
65.6,364.0,S3
64.68,374.0,S3
63.95,384.0,S3
63.62,394.0,S3
63.68,404.0,S3
62.8,414.0,S3
62.97,424.0,S3
62.68,434.0,S3
62.67,444.0,S3
63.55,454.0,S3
64.48,464.0,S3
66.83,474.0,S3
67.22,484.0,S3
67.05,494.0,S3
66.85,504.0,S3
67.18,514.0,S3
67.57,524.0,S3
67.38,534.0,S3
68.7,544.0,S3
68.58,554.0,S3
68.03,564.0,S3
67.75,574.0,S3
67.82,584.0,S3
66.88,594.0,S3
65.5,604.0,S3
65.57,614.0,S3
66.22,624.0,S3
67.13,634.0,S3
67.52,644.0,S3
67.48,654.0,S3
67.92,664.0,S3
68.55,674.0,S3
69.32,684.0,S3
69.17,694.0,S3
67.9,704.0,S3
67.77,714.0,S3
67.52,724.0,S3
66.93,734.0,S3
65.33,744.0,S3
63.33,754.0,S3
62.55,764.0,S3
61.5,774.0,S3
60.83,784.0,S3
61.22,794.0,S3
63.17,804.0,S3
68.0,814.0,S3
73.62,824.0,S3
78.12,834.0,S3
80.88,844.0,S3
80.37,854.0,S3
79.1,864.0,S3
75.03,874.0,S3
69.98,884.0,S3
65.67,894.0,S3
63.77,904.0,S3
65.2,914.0,S3
65.92,924.0,S3
67.3,934.0,S3
69.32,944.0,S3
71.37,954.0,S3
74.05,964.0,S3
73.88,974.0,S3
74.25,984.0,S3
76.4,994.0,S3
76.45,1004.0,S3
73.92,1014.0,S3
69.22,1024.0,S3
69.98,1034.0,S3
69.7,1044.0,S3
71.47,1054.0,S3
75.93,1064.0,S3
80.18,1074.0,S3
81.3,1084.0,S3
81.45,1094.0,S3
84.53,1104.0,S3
85.95,1114.0,S3
84.75,1124.0,S3
82.6,1134.0,S3
84.38,1144.0,S3
83.83,1154.0,S3
80.38,1164.0,S3
74.6,1174.0,S3
69.55,1184.0,S3
69.07,1194.0,S3
67.98,1204.0,S3
67.0,1214.0,S3
68.07,1224.0,S3
69.2,1234.0,S3
71.82,1244.0,S3
73.27,1254.0,S3
73.1,1264.0,S3
73.23,1274.0,S3
71.6,1284.0,S3
70.98,1294.0,S3
69.75,1304.0,S3
68.05,1314.0,S3
68.8,1324.0,S3
67.42,1334.0,S3
67.57,1344.0,S3
66.67,1354.0,S3
65.85,1364.0,S3
68.3,1374.0,S3
69.38,1384.0,S3
71.55,1394.0,S3
72.12,1404.0,S3
73.37,1414.0,S3
73.2,1424.0,S3
71.33,1434.0,S3
70.83,1444.0,S3
70.47,1454.0,S3
72.17,1464.0,S3
70.12,1474.0,S3
67.78,1484.0,S3
65.02,1494.0,S3
61.68,1504.0,S3
59.73,1514.0,S3
59.75,1524.0,S3
61.15,1534.0,S3
63.05,1544.0,S3
64.83,1554.0,S3
67.33,1564.0,S3
68.47,1574.0,S3
65.48,1584.0,S3
62.78,1594.0,S3
61.2,1604.0,S3
59.02,1614.0,S3
56.03,1624.0,S3
54.42,1634.0,S3
53.3,1644.0,S3
53.73,1654.0,S3
53.08,1664.0,S3
53.42,1674.0,S3
53.48,1684.0,S3
53.68,1694.0,S3
53.73,1704.0,S3
53.47,1714.0,S3
53.78,1724.0,S3
53.7,1734.0,S3
54.92,1744.0,S3
56.22,1754.0,S3
57.55,1764.0,S3
58.25,1774.0,S3
61.23,1784.0,S3
62.65,1794.0,S3
61.53,1804.0,S3
59.82,1814.0,S3
58.77,1824.0,S3
58.98,1834.0,S3
57.27,1844.0,S3
56.3,1854.0,S3
56.3,1864.0,S3
56.25,1874.0,S3
55.88,1884.0,S3
56.55,1894.0,S3
56.8,1904.0,S3
58.03,1914.0,S3
58.6,1924.0,S3
59.67,1934.0,S3
62.6,1944.0,S3
65.5,1954.0,S3
66.78,1964.0,S3
65.25,1974.0,S3
64.85,1984.0,S3
63.82,1994.0,S3
60.43,2004.0,S3
55.43,2014.0,S3
55.18,2024.0,S3
56.82,2034.0,S3
59.12,2044.0,S3
61.88,2054.0,S3
63.62,2064.0,S3
63.95,2074.0,S3
61.42,2084.0,S3
59.63,2094.0,S3
57.72,2104.0,S3
55.45,2114.0,S3
55.32,2124.0,S3
55.23,2134.0,S3
55.4,2144.0,S3
55.0,2154.0,S3
54.63,2164.0,S3
54.98,2174.0,S3
53.57,2184.0,S3
53.52,2194.0,S3
53.35,2204.0,S3
53.67,2214.0,S3
54.43,2224.0,S3
58.4,2234.0,S3
59.5,2244.0,S3
59.13,2254.0,S3
59.27,2264.0,S3
59.65,2274.0,S3
58.7,2284.0,S3
53.33,2294.0,S3
52.73,2304.0,S3
55.5,2314.0,S3
59.12,2324.0,S3
60.33,2334.0,S3
60.07,2344.0,S3
61.22,2354.0,S3
60.87,2364.0,S3
59.65,2374.0,S3
56.1,2384.0,S3
55.2,2394.0,S3
56.65,2404.0,S3
58.33,2414.0,S3
59.08,2424.0,S3
58.35,2434.0,S3
60.07,2444.0,S3
59.27,2454.0,S3
58.73,2464.0,S3
56.57,2474.0,S3
55.8,2484.0,S3
55.35,2494.0,S3
53.33,2504.0,S3
53.55,2514.0,S3
52.5,2524.0,S3
52.28,2534.0,S3
52.2,2544.0,S3
52.22,2554.0,S3
52.37,2564.0,S3
52.3,2574.0,S3
54.45,2584.0,S3
57.88,2594.0,S3
61.75,2604.0,S3
65.28,2614.0,S3
66.87,2624.0,S3
67.35,2634.0,S3
65.92,2644.0,S3
63.25,2654.0,S3
59.63,2664.0,S3
56.63,2674.0,S3
55.15,2684.0,S3
55.47,2694.0,S3
56.0,2704.0,S3
56.02,2714.0,S3
57.13,2724.0,S3
61.03,2734.0,S3
63.82,2744.0,S3
65.38,2754.0,S3
63.98,2764.0,S3
63.77,2774.0,S3
64.7,2784.0,S3
64.92,2794.0,S3
66.38,2804.0,S3
67.9,2814.0,S3
69.05,2824.0,S3
69.47,2834.0,S3
70.87,2844.0,S3
71.5,2854.0,S3
72.87,2864.0,S3
73.73,2874.0,S3
76.55,2884.0,S3
76.92,2894.0,S3
75.57,2904.0,S3
72.05,2914.0,S3
68.07,2924.0,S3
64.28,2934.0,S3
62.98,2944.0,S3
65.05,2954.0,S3
68.37,2964.0,S3
75.08,2974.0,S3
82.43,2984.0,S3
90.38,2994.0,S3
96.92,3004.0,S3
101.78,3014.0,S3
105.4,3024.0,S3
107.38,3034.0,S3
107.02,3044.0,S3
106.82,3054.0,S3
105.38,3064.0,S3
105.47,3074.0,S3
105.85,3084.0,S3
103.78,3094.0,S3
105.38,3104.0,S3
106.87,3114.0,S3
105.78,3124.0,S3
101.3,3134.0,S3
94.2,3144.0,S3
86.98,3154.0,S3
77.0,3164.0,S3
67.15,3174.0,S3
61.18,3184.0,S3
57.47,3194.0,S3
55.87,3204.0,S3
55.03,3214.0,S3
55.02,3224.0,S3
54.77,3234.0,S3
54.98,3244.0,S3
55.22,3254.0,S3
55.05,3264.0,S3
55.85,3274.0,S3
58.08,3284.0,S3
61.43,3294.0,S3
65.7,3304.0,S3
71.0,3314.0,S3
78.95,3324.0,S3
85.07,3334.0,S3
88.88,3344.0,S3
90.48,3354.0,S3
89.57,3364.0,S3
87.32,3374.0,S3
86.65,3384.0,S3
87.37,3394.0,S3
88.3,3404.0,S3
92.62,3414.0,S3
96.97,3424.0,S3
101.37,3434.0,S3
100.95,3444.0,S3
99.35,3454.0,S3
95.73,3464.0,S3
89.87,3474.0,S3
86.57,3484.0,S3
83.15,3494.0,S3
80.07,3504.0,S3
79.43,3514.0,S3
84.97,3524.0,S3
90.37,3534.0,S3
94.28,3544.0,S3
99.72,3554.0,S3
104.48,3564.0,S3
108.57,3574.0,S3
109.82,3584.0,S3
107.02,3594.0,S3
103.73,3604.0,S3
99.43,3614.0,S3
96.15,3624.0,S3
91.28,3634.0,S3
84.03,3644.0,S3
80.73,3654.0,S3
77.67,3664.0,S3
74.57,3674.0,S3
73.12,3684.0,S3
74.42,3694.0,S3
78.6,3704.0,S3
83.92,3714.0,S3
89.03,3724.0,S3
93.4,3734.0,S3
94.37,3744.0,S3
94.18,3754.0,S3
94.5,3764.0,S3
93.03,3774.0,S3
93.75,3784.0,S3
92.27,3794.0,S3
91.73,3804.0,S3
93.07,3814.0,S3
90.48,3824.0,S3
89.38,3834.0,S3
86.0,3844.0,S3
86.32,3854.0,S3
86.25,3864.0,S3
79.65,3874.0,S3
77.13,3884.0,S3
75.88,3894.0,S3
76.65,3904.0,S3
76.68,3914.0,S3
76.03,3924.0,S3
77.28,3934.0,S3
75.7,3944.0,S3
73.57,3954.0,S3
69.65,3964.0,S3
64.93,3974.0,S3
60.45,3984.0,S3
61.43,3994.0,S3
64.72,4004.0,S3
66.82,4014.0,S3
69.07,4024.0,S3
71.53,4034.0,S3
73.5,4044.0,S3
71.4,4054.0,S3
67.35,4064.0,S3
63.25,4074.0,S3
59.13,4084.0,S3
56.12,4094.0,S3
55.3,4104.0,S3
55.32,4114.0,S3
56.27,4124.0,S3
55.82,4134.0,S3
56.35,4144.0,S3
56.08,4154.0,S3
56.25,4164.0,S3
56.22,4174.0,S3
55.92,4184.0,S3
56.62,4194.0,S3
57.02,4204.0,S3
57.92,4214.0,S3
58.1,4224.0,S3
57.77,4234.0,S3
58.63,4244.0,S3
60.1,4254.0,S3
62.95,4264.0,S3
64.4,4274.0,S3
64.98,4284.0,S3
65.62,4294.0,S3
64.85,4304.0,S3
63.95,4314.0,S3
61.67,4324.0,S3
60.03,4334.0,S3
59.02,4344.0,S3
58.3,4354.0,S3
58.35,4364.0,S3
59.02,4374.0,S3
59.58,4384.0,S3
61.7,4394.0,S3
64.47,4404.0,S3
68.68,4414.0,S3
73.68,4424.0,S3
76.65,4434.0,S3
77.38,4444.0,S3
76.27,4454.0,S3
74.98,4464.0,S3
72.7,4474.0,S3
70.53,4484.0,S3
69.62,4494.0,S3
69.85,4504.0,S3
69.27,4514.0,S3
69.15,4524.0,S3
67.97,4534.0,S3
65.08,4544.0,S3
62.57,4554.0,S3
63.18,4564.0,S3
65.15,4574.0,S3
65.72,4584.0,S3
68.73,4594.0,S3
72.57,4604.0,S3
74.1,4614.0,S3
74.18,4624.0,S3
75.0,4634.0,S3
77.32,4644.0,S3
78.07,4654.0,S3
77.73,4664.0,S3
78.32,4674.0,S3
78.98,4684.0,S3
78.72,4694.0,S3
73.73,4704.0,S3
70.3,4714.0,S3
66.13,4724.0,S3
63.15,4734.0,S3
59.33,4744.0,S3
55.12,4754.0,S3
54.95,4764.0,S3
53.15,4774.0,S3
53.47,4784.0,S3
54.25,4794.0,S3
58.73,4804.0,S3
65.27,4814.0,S3
69.97,4824.0,S3
73.58,4834.0,S3
75.6,4844.0,S3
74.28,4854.0,S3
69.22,4864.0,S3
62.63,4874.0,S3
58.13,4884.0,S3
56.32,4894.0,S3
61.15,4904.0,S3
67.65,4914.0,S3
71.55,4924.0,S3
71.82,4934.0,S3
72.12,4944.0,S3
74.15,4954.0,S3
73.63,4964.0,S3
70.05,4974.0,S3
66.1,4984.0,S3
66.12,4994.0,S3
66.98,5004.0,S3
65.53,5014.0,S3
61.63,5024.0,S3
58.68,5034.0,S3
58.77,5044.0,S3
59.53,5054.0,S3
60.72,5064.0,S3
61.98,5074.0,S3
60.28,5084.0,S3
60.07,5094.0,S3
60.3,5104.0,S3
59.35,5114.0,S3
56.47,5124.0,S3
52.32,5134.0,S3
50.57,5144.0,S3
50.63,5154.0,S3
51.0,5164.0,S3
53.47,5174.0,S3
55.03,5184.0,S3
55.38,5194.0,S3
55.98,5204.0,S3
56.6,5214.0,S3
55.28,5224.0,S3
58.5,5234.0,S3
60.72,5244.0,S3
60.78,5254.0,S3
61.13,5264.0,S3
64.0,5274.0,S3
67.43,5284.0,S3
64.78,5294.0,S3
65.78,5304.0,S3
70.82,5314.0,S3
74.17,5324.0,S3
75.43,5334.0,S3
78.97,5344.0,S3
80.57,5354.0,S3
80.6,5364.0,S3
80.57,5374.0,S3
79.27,5384.0,S3
74.08,5394.0,S3
67.72,5404.0,S3
62.85,5414.0,S3
57.6,5424.0,S3
52.4,5434.0,S3
50.22,5444.0,S3
50.82,5454.0,S3
51.17,5464.0,S3
52.18,5474.0,S3
52.57,5484.0,S3
52.53,5494.0,S3
51.28,5504.0,S3
50.8,5514.0,S3
50.43,5524.0,S3
49.85,5534.0,S3
50.1,5544.0,S3
50.83,5554.0,S3
51.85,5564.0,S3
53.17,5574.0,S3
53.62,5584.0,S3
54.67,5594.0,S3
54.45,5604.0,S3
54.23,5614.0,S3
53.85,5624.0,S3
53.02,5634.0,S3
52.35,5644.0,S3
51.35,5654.0,S3
51.68,5664.0,S3
52.08,5674.0,S3
52.18,5684.0,S3
52.65,5694.0,S3
53.27,5704.0,S3
54.52,5714.0,S3
55.12,5724.0,S3
55.23,5734.0,S3
55.3,5744.0,S3
55.63,5754.0,S3
56.88,5764.0,S3
56.67,5774.0,S3
56.72,5784.0,S3
58.02,5794.0,S3
64.32,5804.0,S3
73.03,5814.0,S3
82.07,5824.0,S3
90.85,5834.0,S3
99.93,5844.0,S3
106.08,5854.0,S3
102.25,5864.0,S3
98.07,5874.0,S3
94.08,5884.0,S3
92.2,5894.0,S3
91.75,5904.0,S3
92.5,5914.0,S3
99.9,5924.0,S3
103.8,5934.0,S3
107.18,5944.0,S3
111.1,5954.0,S3
114.52,5964.0,S3
112.75,5974.0,S3
102.52,5984.0,S3
93.37,5994.0,S3
84.1,6004.0,S3
73.17,6014.0,S3
61.2,6024.0,S3
59.17,6034.0,S3
65.9,6044.0,S3
73.0,6054.0,S3
81.77,6064.0,S3
93.02,6074.0,S3
105.25,6084.0,S3
111.7,6094.0,S3
117.05,6104.0,S3
120.75,6114.0,S3
121.02,6124.0,S3
117.17,6134.0,S3
111.28,6144.0,S3
105.15,6154.0,S3
98.78,6164.0,S3
92.95,6174.0,S3
86.43,6184.0,S3
79.6,6194.0,S3
74.88,6204.0,S3
72.63,6214.0,S3
68.9,6224.0,S3
64.58,6234.0,S3
61.27,6244.0,S3
61.02,6254.0,S3
60.03,6264.0,S3
61.12,6274.0,S3
62.77,6284.0,S3
65.2,6294.0,S3
66.27,6304.0,S3
65.75,6314.0,S3
65.92,6324.0,S3
61.83,6334.0,S3
58.17,6344.0,S3
55.17,6354.0,S3
54.55,6364.0,S3
54.25,6374.0,S3
54.43,6384.0,S3
55.63,6394.0,S3
56.72,6404.0,S3
57.52,6414.0,S3
57.37,6424.0,S3
57.0,6434.0,S3
55.63,6444.0,S3
54.23,6454.0,S3
53.75,6464.0,S3
54.93,6474.0,S3
58.22,6484.0,S3
61.65,6494.0,S3
64.15,6504.0,S3
66.03,6514.0,S3
66.43,6524.0,S3
64.97,6534.0,S3
63.38,6544.0,S3
64.15,6554.0,S3
65.08,6564.0,S3
65.93,6574.0,S3
69.03,6584.0,S3
71.83,6594.0,S3
72.93,6604.0,S3
71.92,6614.0,S3
70.07,6624.0,S3
68.6,6634.0,S3
65.7,6644.0,S3
64.45,6654.0,S3
64.53,6664.0,S3
64.22,6674.0,S3
64.5,6684.0,S3
65.57,6694.0,S3
65.32,6704.0,S3
66.38,6714.0,S3
68.4,6724.0,S3
71.18,6734.0,S3
74.68,6744.0,S3
79.45,6754.0,S3
86.57,6764.0,S3
92.78,6774.0,S3
92.92,6784.0,S3
86.97,6794.0,S3
80.97,6804.0,S3
73.68,6814.0,S3
65.45,6824.0,S3
56.25,6834.0,S3
51.8,6844.0,S3
51.95,6854.0,S3
53.35,6864.0,S3
59.98,6874.0,S3
68.28,6884.0,S3
77.97,6894.0,S3
88.98,6904.0,S3
103.12,6914.0,S3
114.13,6924.0,S3
121.28,6934.0,S3
126.7,6944.0,S3
127.37,6954.0,S3
124.75,6964.0,S3
111.2,6974.0,S3
98.9,6984.0,S3
84.75,6994.0,S3
76.67,7004.0,S3
66.35,7014.0,S3
57.03,7024.0,S3
56.37,7034.0,S3
56.28,7044.0,S3
56.77,7054.0,S3
51.37,7064.0,S3
51.78,7074.0,S3
51.73,7084.0,S3
52.08,7094.0,S3
52.07,7104.0,S3
52.1,7114.0,S3
52.02,7124.0,S3
51.4,7134.0,S3
53.83,7144.0,S3
55.23,7154.0,S3
55.75,7164.0,S3
56.25,7174.0,S3
56.92,7184.0,S3
56.85,7194.0,S3
55.47,7204.0,S3
54.82,7214.0,S3
54.67,7224.0,S3
55.85,7234.0,S3
55.75,7244.0,S3
56.55,7254.0,S3
55.6,7264.0,S3
55.55,7274.0,S3
55.68,7284.0,S3
54.8,7294.0,S3
55.63,7304.0,S3
58.25,7314.0,S3
60.92,7324.0,S3
60.08,7334.0,S3
59.37,7344.0,S3
58.98,7354.0,S3
58.28,7364.0,S3
55.53,7374.0,S3
52.73,7384.0,S3
52.23,7394.0,S3
52.53,7404.0,S3
51.78,7414.0,S3
50.77,7424.0,S3
53.45,7434.0,S3
55.7,7444.0,S3
57.67,7454.0,S3
62.68,7464.0,S3
66.57,7474.0,S3
71.67,7484.0,S3
72.85,7494.0,S3
74.58,7504.0,S3
76.12,7514.0,S3
75.38,7524.0,S3
76.58,7534.0,S3
79.0,7544.0,S3
82.82,7554.0,S3
87.35,7564.0,S3
94.48,7574.0,S3
98.65,7584.0,S3
101.6,7594.0,S3
102.12,7604.0,S3
101.9,7614.0,S3
101.92,7624.0,S3
98.35,7634.0,S3
96.92,7644.0,S3
96.17,7654.0,S3
91.78,7664.0,S3
83.75,7674.0,S3
76.75,7684.0,S3
73.13,7694.0,S3
70.88,7704.0,S3
